Gene1	Gene2
40826	NR4A1	NCOA2
40827	NR4A1	BCL2
40828	NR4A1	GADD45GIP1
40829	NR4A1	NCOA3
40830	NR4A1	MED1
40831	NR4A1	YWHAZ
40832	NR4A1	MAPK1
40833	NR4A2	RARA
40834	NR4A3	SIX3
40835	NR4A3	RPS6KA1
40836	NR5A1	NCOA2
40837	NR5A1	NFKB2
40838	NR5A1	AR
40839	NR5A1	JUN
40840	NR5A1	PITX1
40841	NR5A1	CRK
40842	NR5A1	NCOA1
40843	NR5A1	CTNNB1
40844	NR5A1	NCK1
40845	NR5A1	NFYA
40846	NR5A1	PIAS1
40847	NR5A1	PIK3R1
40848	NR5A1	SP1
40849	NR5A1	MAPK1
40850	NR5A2	NCOA3
40851	NR5A2	CTNNB1
40852	NR5A2	NCOA1
40853	NR5A2	NCOA2
40854	NR6A1	GNB5
40855	NR6A1	NCOR1
40856	NRAP	TLN1
40857	NRAP	ACTA1
40858	NRARP	LEF1
40859	NRAS	BRAF
40860	NRAS	ARAF
40861	NRAS	RASA1
40862	NRAS	SMAD4
40863	NRAS	BCL2
40864	NRAS	CSK
40865	NRAS	CNKSR1
40866	NRAS	MAPK3
40867	NRAS	MAP2K1
40868	NRAS	RAF1
40869	NRAS	MAP2K2
40870	NRBP1	RAC3
40871	NRBP1	RIBC2
40872	NRBP1	TSC22D4
40873	NRBP1	LRIF1
40874	NRBP1	MLF1
40875	NRCAM	DLG1
40876	NRCAM	ANK2
40877	NRCAM	MAGI3
40878	NRCAM	SPTAN1
40879	NRCAM	DLG3
40880	NRCAM	DLG4
40881	NRCAM	ANK1
40882	NRCAM	NFASC
40883	NRCAM	CNTN2
40884	NRCAM	PTPRB
40885	NRCAM	MACF1
40886	NRCAM	ANK3
40887	NRDC	HBEGF
40888	NRF1	DYNLL1
40889	NRG1	ERBB3
40890	NRG1	EGFR
40891	NRG1	ERBB4
40892	NRG1	EGF
40893	NRG1	ERBB2
40894	NRG2	EGFR
40895	NRG2	ERBB2
40896	NRG2	ERBB3
40897	NRG2	RHOA
40898	NRG2	ERBB4
40899	NRG3	ERBB4
40900	NRG4	ERBB4
40901	NRGN	PRKCA
40902	NRGN	PRKCB
40903	NRGN	CALM1
40904	NRGN	PRKCG
40905	NRIP1	HDAC5
40906	NRIP1	ESR1
40907	NRIP1	CIB1
40908	NRIP1	PPARD
40909	NRIP1	AHR
40910	NRIP1	NR5A2
40911	NRIP1	LDOC1
40912	NRIP1	RXRB
40913	NRIP1	RARA
40914	NRIP1	NR1H2
40915	NRIP1	ACTN2
40916	NRIP1	RXRA
40917	NRIP1	PPARG
40918	NRIP1	YWHAQ
40919	NRIP1	THRB
40920	NRIP1	NR2C1
40921	NRIP1	YWHAH
40922	NRIP1	CTBP1
40923	NRIP1	JUN
40924	NRIP1	ESRRG
40925	NRIP1	VDR
40926	NRIP1	RORB
40927	NRIP1	ESR2
40928	NRIP1	HDAC1
40929	NRIP1	THRA
40930	NRIP1	HNF4A
40931	NRIP1	RXRG
40932	NRIP1	NR3C1
40933	NRIP1	HDAC9
40934	NRIP1	NR5A1
40935	NRIP1	NCOA1
40936	NRIP1	AR
40937	NRIP1	PPARA
40938	NRIP1	NR1H3
40939	NRIP1	HDAC3
40940	NRIP1	TNFRSF14
40941	NRIP1	TRAF2
40942	NRIP1	MAP3K7
40943	NRIP2	RARA
40944	NRIP2	RORB
40945	NRK	CFL1
40946	NRL	CRX
40947	NRP1	VEGFA
40948	NRP1	FLT1
40949	NRP1	PLXNA2
40950	NRP1	FGFR1
40951	NRP1	NRP2
40952	NRP1	FYN
40953	NRP1	HGF
40954	NRP2	FLT1
40955	NRP2	VEGFA
40956	NRSN1	SPINK1
40957	NRSN2	ANKZF1
40958	NRSN2	GOLM1
40959	NRTN	RET
40960	NRTN	GFRA2
40961	NRTN	GFRA1
40962	NRXN1	CASK
40963	NRXN1	APBA1
40964	NRXN2	CASK
40965	NRXN2	EPB41L1
40966	NRXN2	EPB41L3
40967	NRXN2	DDX24
40968	NRXN2	AFDN
40969	NRXN3	CASK
40970	NRXN3	EPB41L1
40971	NRXN3	EPB41L3
40972	NRXN3	AFDN
40973	NSD1	AR
40974	NSD1	RARA
40975	NSD1	ESR1
40976	NSD1	THRA
40977	NSD1	RXRA
40978	NSD1	ZNF496
40979	NSF	DRD2
40980	NSF	CD28
40981	NSF	CEP126
40982	NSF	EIF3E
40983	NSF	ARRB1
40984	NSF	APP
40985	NSFL1C	TARDBP
40986	NSFL1C	CDK1
40987	NSFL1C	VCP
40988	NSG1	STX12
40989	NSL1	CENPO
40990	NSL1	NDC80
40991	NSL1	CENPL
40992	NSL1	SMC1A
40993	NSL1	CBX5
40994	NSL1	AURKB
40995	NSL1	CENPT
40996	NSL1	ITGB3BP
40997	NSL1	DSN1
40998	NSL1	MIS12
40999	NSL1	SMC3
41000	NSL1	CENPM
41001	NSMAF	CD40
41002	NSMCE1	SMC5
41003	NSMCE1	SMC6
41004	NSMCE1	NSMCE2
41005	NSMCE3	NGFR
41006	NSMCE3	E2F1
41007	NSMCE4A	SMC5
41008	NSMCE4A	NSMCE1
41009	NSMCE4A	NSMCE2
41010	NSMCE4A	SMC6
41011	NSMF	GFI1B
41012	NSMF	RAN
41013	NSMF	HSPB3
41014	NSUN2	AURKB
41015	NSUN2	ARRB2
41016	NSUN4	EWSR1
41017	NSUN4	MAGEA11
41018	NSUN5	MCRS1
41019	NSUN5	FBL
41020	NT5C2	FXR2
41021	NT5DC2	TRAF1
41022	NT5DC2	TRAF2
41023	NT5E	FN1
41024	NT5E	LAMA1
41025	NTF3	BDNF
41026	NTF3	NTRK1
41027	NTF4	NGFR
41028	NTF4	BDNF
41029	NTHL1	ERCC5
41030	NTMT1	DIS3
41031	NTMT1	IKBKE
41032	NTN1	UNC5C
41033	NTN1	DCC
41034	NTN1	ADORA2B
41035	NTN1	NEO1
41036	NTN1	YES1
41037	NTN1	UNC5B
41038	NTN1	FYN
41039	NTN1	TRIO
41040	NTN1	RAC1
41041	NTN1	DSCAM
41042	NTN1	SRC
41043	NTN1	CDC42
41044	NTN1	UNC5A
41045	NTN3	NEO1
41046	NTN4	LAMA5
41047	NTN4	UNC5A
41048	NTN4	PLSCR1
41049	NTN4	LAMA1
41050	NTN4	LAMA2
41051	NTN4	DCC
41052	NTN4	LAMC1
41053	NTN4	LAMA3
41054	NTNG2	EWSR1
41055	NTRK1	RASA1
41056	NTRK1	IRS1
41057	NTRK1	SHC1
41058	NTRK1	CRK
41059	NTRK1	GRB2
41060	NTRK1	MAPK3
41061	NTRK1	ABL1
41062	NTRK1	CAV1
41063	NTRK1	DYNLL1
41064	NTRK2	NGFR
41065	NTRK2	NCK1
41066	NTRK2	NTF3
41067	NTRK2	NCK2
41068	NTRK2	GIPC1
41069	NTRK2	FYN
41070	NTRK2	DYNLL1
41071	NTRK2	NTF4
41072	NTRK2	FRS2
41073	NTRK2	SHC1
41074	NTRK2	SHC2
41075	NTRK2	PLCG1
41076	NTRK2	BDNF
41077	NTRK2	SQSTM1
41078	NTRK2	SHC3
41079	NTRK3	SHC1
41080	NTRK3	HTR2A
41081	NTRK3	SQSTM1
41082	NTRK3	NGFR
41083	NTRK3	MAPK3
41084	NTRK3	FRS2
41085	NTRK3	MAPK1
41086	NTRK3	DYNLL1
41087	NTRK3	PLCG1
41088	NTRK3	SHC2
41089	NTRK3	IRAK1
41090	NTRK3	NTF3
41091	NTS	CPE
41092	NTS	MEP1A
41093	NTS	ARRB2
41094	NTSR1	ARRB2
41095	NTSR1	GNG11
41096	NTSR1	GNG13
41097	NTSR1	GNGT2
41098	NTSR1	GNA11
41099	NTSR1	GNB2
41100	NTSR1	GNGT1
41101	NTSR1	GNA15
41102	NTSR1	GNG12
41103	NTSR1	GNG3
41104	NTSR1	GNAQ
41105	NTSR1	GNG2
41106	NTSR1	GNG5
41107	NTSR1	GNB1
41108	NTSR1	NTS
41109	NTSR1	GNA14
41110	NTSR1	GNG4
41111	NTSR1	GNB3
41112	NTSR2	GNG13
41113	NTSR2	GNGT1
41114	NTSR2	GNG4
41115	NTSR2	GNG12
41116	NTSR2	GNA11
41117	NTSR2	GNAQ
41118	NTSR2	GNB4
41119	NTSR2	GNB2
41120	NTSR2	GNB1
41121	NTSR2	GNA15
41122	NTSR2	GNA14
41123	NTSR2	GNG3
41124	NTSR2	GNGT2
41125	NTSR2	GNG5
41126	NTSR2	GNG2
41127	NTSR2	GNG11
41128	NTSR2	GNG8
41129	NTSR2	NTS
41130	NTSR2	GNB3
41131	NUAK1	YWHAZ
41132	NUAK1	S100A9
41133	NUAK1	S100A8
41134	NUAK1	PRKAB1
41135	NUAK1	HSPA1A
41136	NUAK1	VCP
41137	NUAK1	SLC25A5
41138	NUAK1	PPP2R1B
41139	NUAK1	USP9X
41140	NUAK1	CDC37
41141	NUAK1	HSPA5
41142	NUAK1	PRKAA1
41143	NUAK1	PPP2R2A
41144	NUAK1	PRKAB2
41145	NUAK1	MARK3
41146	NUAK1	HSP90AA1
41147	NUAK1	STK11
41148	NUAK1	PRKAG1
41149	NUAK1	PRPSAP1
41150	NUAK1	PRKAR1A
41151	NUAK1	MARK4
41152	NUAK1	PPP2CA
41153	NUAK2	TGFBR1
41154	NUAK2	SMAD4
41155	NUAK2	ACVR1
41156	NUAK2	NUAK1
41157	NUAK2	SMAD2
41158	NUAK2	CDC37
41159	NUAK2	HSP90AA1
41160	NUB1	AIPL1
41161	NUB1	PSMD4
41162	NUBP1	NDN
41163	NUCB1	GNAS
41164	NUCB1	GNAI2
41165	NUCB1	PTGS2
41166	NUCB1	NDN
41167	NUCB1	GNAO1
41168	NUCB1	GNAZ
41169	NUCB1	GNAI3
41170	NUCB2	NR1I2
41171	NUCB2	NDN
41172	NUCB2	STAR
41173	NUCKS1	AK5
41174	NUCKS1	MME
41175	NUDC	EIF1B
41176	NUDC	DGKE
41177	NUDC	NDE1
41178	NUDC	RANBP2
41179	NUDC	TNIK
41180	NUDC	PLK1
41181	NUDC	PRKAB1
41182	NUDC	PAFAH1B1
41183	NUDC	VHL
41184	NUDC	PAK2
41185	NUDC	TIMP2
41186	NUDC	VDAC1
41187	NUDC	TNFRSF10D
41188	NUDC	ELF3
41189	NUDC	ZWILCH
41190	NUDC	ATG5
41191	NUDC	MAP3K3
41192	NUDC	NDEL1
41193	NUDC	LXN
41194	NUDCD3	UBE2I
41195	NUDT1	NTHL1
41196	NUDT10	RASSF1
41197	NUDT14	ARAF
41198	NUDT14	RAF1
41199	NUDT18	DUT
41200	NUDT18	DHPS
41201	NUDT18	KCTD13
41202	NUDT18	KHDRBS3
41203	NUDT18	GSE1
41204	NUDT18	GLUL
41205	NUDT18	RAB3IL1
41206	NUDT18	CUTC
41207	NUDT18	NT5C2
41208	NUDT18	PCBD1
41209	NUDT18	GNMT
41210	NUDT18	ZBED1
41211	NUDT18	KCTD17
41212	NUDT18	TRAF2
41213	NUDT18	NADK
41214	NUDT18	COIL
41215	NUDT18	TIFA
41216	NUDT18	DCTD
41217	NUDT18	KRT15
41218	NUDT18	PAICS
41219	NUDT18	KXD1
41220	NUDT18	CAVIN2
41221	NUDT18	TRIM37
41222	NUDT18	PSME3
41223	NUDT18	RABAC1
41224	NUDT21	CEP126
41225	NUDT21	MYL6
41226	NUDT21	SNRPB2
41227	NUDT21	MCC
41228	NUDT21	SNRPN
41229	NUDT21	POLR2E
41230	NUDT21	SNRPD3
41231	NUDT21	IKBKE
41232	NUDT21	SF3A3
41233	NUDT21	SNRPD2
41234	NUDT21	MAP3K7
41235	NUDT21	CSTF2
41236	NUDT21	RELB
41237	NUDT21	VHL
41238	NUDT21	POLR2C
41239	NUDT5	IKBKE
41240	NUDT5	MCC
41241	NUF2	BUB1B
41242	NUF2	RAD21
41243	NUF2	CLASP1
41244	NUF2	ERCC6L
41245	NUF2	KIF2A
41246	NUF2	CENPA
41247	NUF2	PLK1
41248	NUF2	MAD1L1
41249	NUF2	CENPE
41250	NUF2	KIF2B
41251	NUF2	BUB3
41252	NUF2	AURKB
41253	NUF2	INCENP
41254	NUF2	NUP160
41255	NUF2	PAFAH1B1
41256	NUF2	SKA1
41257	NUF2	SMC1A
41258	NUF2	CDC20
41259	NUF2	SPDL1
41260	NUF2	CENPF
41261	NUF2	CKAP5
41262	NUF2	NDC80
41263	NUF2	STAG1
41264	NUF2	CENPK
41265	NUF2	CDCA8
41266	NUF2	KIF18A
41267	NUF2	DGKE
41268	NUF2	ATF3
41269	NUF2	STAG2
41270	NUF2	MIS12
41271	NUF2	MAPRE1
41272	NUF2	CLASP2
41273	NUF2	SMC3
41274	NUF2	BUB1
41275	NUF2	ZWILCH
41276	NUF2	SPC25
41277	NUF2	MAD2L1
41278	NUFIP1	FMR1
41279	NUFIP1	BRCA1
41280	NUFIP1	CCNT1
41281	NUFIP1	CDK9
41282	NUFIP2	SUMO3
41283	NUFIP2	YWHAG
41284	NUFIP2	FMR1
41285	NUMB	CDH1
41286	NUMB	ITGB3
41287	NUMB	NOTCH1
41288	NUMB	EPS15
41289	NUMB	ITGB2
41290	NUMB	ITGB5
41291	NUMB	AP2A2
41292	NUMB	L1CAM
41293	NUMB	AP2A1
41294	NUMB	APP
41295	NUMB	MDM2
41296	NUMB	SIAH1
41297	NUMB	RALBP1
41298	NUMBL	YWHAG
41299	NUMBL	ATXN1
41300	NUMBL	APP
41301	NUMBL	NOTCH1
41302	NUMBL	EPS15
41303	NUP107	NUP210
41304	NUP107	NUP133
41305	NUP107	RANGAP1
41306	NUP107	AURKB
41307	NUP107	EIF4A3
41308	NUP107	BUB1
41309	NUP107	STAG1
41310	NUP107	PLK1
41311	NUP107	NUP62
41312	NUP107	SMC1A
41313	NUP107	NDC80
41314	NUP107	RANBP2
41315	NUP107	NXF1
41316	NUP133	RANBP2
41317	NUP133	MYC
41318	NUP133	MAD2L1
41319	NUP133	SMC1A
41320	NUP133	PPP2R1A
41321	NUP133	NDC80
41322	NUP133	RANGAP1
41323	NUP133	NUP62
41324	NUP133	NXF1
41325	NUP133	PLK1
41326	NUP133	PPP2R1B
41327	NUP133	STAG1
41328	NUP133	NUP210
41329	NUP133	BUB1
41330	NUP153	NUP214
41331	NUP153	RANGAP1
41332	NUP153	NUTF2
41333	NUP153	SMAD3
41334	NUP153	RANBP2
41335	NUP153	NXF1
41336	NUP153	NCBP2
41337	NUP153	SMAD2
41338	NUP153	BRCA1
41339	NUP153	TPR
41340	NUP153	NUP62
41341	NUP153	NUP107
41342	NUP153	XPOT
41343	NUP153	NUP98
41344	NUP153	NUP210
41345	NUP153	SUMO1
41346	NUP153	TNPO1
41347	NUP153	RAN
41348	NUP153	RAE1
41349	NUP153	KPNB1
41350	NUP153	XPO1
41351	NUP153	NUP133
41352	NUP153	MYC
41353	NUP155	VHL
41354	NUP155	NUP88
41355	NUP155	GLE1
41356	NUP155	MCC
41357	NUP155	NUP160
41358	NUP155	ZFYVE9
41359	NUP155	AAAS
41360	NUP155	SRRM1
41361	NUP155	NUP210
41362	NUP155	ALYREF
41363	NUP155	NUP50
41364	NUP155	POLDIP3
41365	NUP155	NXF1
41366	NUP155	NCBP1
41367	NUP155	NUP43
41368	NUP155	NUP107
41369	NUP155	RAE1
41370	NUP155	NUP214
41371	NUP155	NUP153
41372	NUP155	RANBP2
41373	NUP155	TPR
41374	NUP155	NUP54
41375	NUP155	NUP62
41376	NUP155	NUP133
41377	NUP155	RANGAP1
41378	NUP155	NUP205
41379	NUP155	CDK4
41380	NUP160	DISC1
41381	NUP160	NUP54
41382	NUP160	RANGAP1
41383	NUP160	NUP153
41384	NUP160	MAD1L1
41385	NUP160	SEC13
41386	NUP160	NUP88
41387	NUP160	MAGED1
41388	NUP160	CKAP5
41389	NUP160	EXOSC1
41390	NUP160	PDS5B
41391	NUP160	NUP62
41392	NUP160	TPR
41393	NUP160	CASC3
41394	NUP160	NXF1
41395	NUP160	BUB1
41396	NUP160	NDC80
41397	NUP160	NUP133
41398	NUP160	NUP210
41399	NUP160	NUP50
41400	NUP160	NUP205
41401	NUP160	NUP107
41402	NUP160	NCBP1
41403	NUP160	NUP43
41404	NUP160	DSN1
41405	NUP160	STAG1
41406	NUP160	KNTC1
41407	NUP160	STAG2
41408	NUP160	NUP98
41409	NUP160	NUP214
41410	NUP160	RAE1
41411	NUP160	SMC1A
41412	NUP160	SMC3
41413	NUP160	CENPF
41414	NUP160	RANBP2
41415	NUP160	PDS5A
41416	NUP160	XPO1
41417	NUP188	NUP107
41418	NUP188	NUP88
41419	NUP188	NUP214
41420	NUP188	NUP43
41421	NUP188	SRRM1
41422	NUP188	NUP93
41423	NUP188	NUP155
41424	NUP188	NUP35
41425	NUP188	PTP4A3
41426	NUP188	NUP37
41427	NUP188	NUP133
41428	NUP188	NUP153
41429	NUP188	NCBP1
41430	NUP188	TPR
41431	NUP188	NUP85
41432	NUP188	NUP210
41433	NUP188	NUP205
41434	NUP188	NUP54
41435	NUP188	NUP160
41436	NUP205	TPR
41437	NUP205	NUP43
41438	NUP205	NUP50
41439	NUP205	RANBP2
41440	NUP205	RAE1
41441	NUP205	NUP54
41442	NUP205	NUP153
41443	NUP205	RANGAP1
41444	NUP205	NUP210
41445	NUP205	NUP107
41446	NUP205	NUP88
41447	NUP205	NUP62
41448	NUP205	NXF1
41449	NUP205	NUP214
41450	NUP205	NOL3
41451	NUP205	TTBK1
41452	NUP205	MAGED1
41453	NUP205	NCBP1
41454	NUP205	MYC
41455	NUP205	NUP133
41456	NUP210	CDK1
41457	NUP210	RANBP2
41458	NUP210	EXOSC5
41459	NUP214	XPOT
41460	NUP214	XPO1
41461	NUP214	NUP210
41462	NUP214	IGHG1
41463	NUP214	NUP62
41464	NUP214	RANGAP1
41465	NUP214	NUP107
41466	NUP214	SMAD4
41467	NUP214	SMAD3
41468	NUP214	DDX19B
41469	NUP214	TPR
41470	NUP214	NUP133
41471	NUP214	NXF1
41472	NUP214	TNPO1
41473	NUP214	SMAD2
41474	NUP214	ZFP36
41475	NUP214	RANBP2
41476	NUP35	RANBP2
41477	NUP35	NUP50
41478	NUP35	NUP54
41479	NUP35	RAE1
41480	NUP35	RANGAP1
41481	NUP35	AAAS
41482	NUP35	NUP133
41483	NUP35	NUP155
41484	NUP35	NCBP2
41485	NUP35	NUP62
41486	NUP35	NUP88
41487	NUP35	NUP160
41488	NUP35	NUP214
41489	NUP35	NUP210
41490	NUP35	NUP205
41491	NUP35	NUP107
41492	NUP35	NUP43
41493	NUP35	NUP85
41494	NUP35	UBE2I
41495	NUP35	NUP37
41496	NUP35	MAGOH
41497	NUP35	NUP153
41498	NUP37	NUP160
41499	NUP37	NUP43
41500	NUP37	NUP133
41501	NUP37	NUP107
41502	NUP37	BUB3
41503	NUP37	TPR
41504	NUP37	MAGOH
41505	NUP37	NUP54
41506	NUP37	SEC13
41507	NUP37	NUP214
41508	NUP37	NUP205
41509	NUP37	NUP50
41510	NUP37	TGFBR1
41511	NUP37	NUP153
41512	NUP37	ZWILCH
41513	NUP37	NUP210
41514	NUP37	NXT1
41515	NUP37	RANBP2
41516	NUP37	NUP62
41517	NUP43	NUP62
41518	NUP43	MAD2L1
41519	NUP43	NUP107
41520	NUP43	MAGOH
41521	NUP43	RANBP2
41522	NUP43	NUP133
41523	NUP43	NXT1
41524	NUP43	TPR
41525	NUP43	NUP210
41526	NUP43	NUP153
41527	NUP43	NUP214
41528	NUP43	SEC13
41529	NUP43	RAE1
41530	NUP43	NUP50
41531	NUP43	NDC80
41532	NUP50	RANGAP1
41533	NUP50	SRRM1
41534	NUP50	NUP214
41535	NUP50	CDKN1B
41536	NUP50	RAE1
41537	NUP50	RAN
41538	NUP50	NUP133
41539	NUP50	IPO13
41540	NUP50	XPO1
41541	NUP50	NUP107
41542	NUP50	POLDIP3
41543	NUP50	NXF1
41544	NUP50	NUP210
41545	NUP50	NUP62
41546	NUP50	NCBP1
41547	NUP50	NUP153
41548	NUP50	KPNB1
41549	NUP50	TPR
41550	NUP50	RANBP2
41551	NUP54	NUP214
41552	NUP54	NUP62
41553	NUP54	KPNB1
41554	NUP54	RANBP2
41555	NUP54	NUP133
41556	NUP54	NCBP1
41557	NUP54	RANGAP1
41558	NUP54	ALYREF
41559	NUP54	AP2B1
41560	NUP54	NUP153
41561	NUP54	CCDC85B
41562	NUP54	POLDIP3
41563	NUP54	TPR
41564	NUP54	NUTF2
41565	NUP54	RAE1
41566	NUP54	NUP210
41567	NUP54	KPNA1
41568	NUP54	NXF1
41569	NUP54	NUP107
41570	NUP54	SSR1
41571	NUP54	NUP50
41572	NUP58	NUP62
41573	NUP62	XPO6
41574	NUP62	RANBP2
41575	NUP62	NUTF2
41576	NUP62	KPNB1
41577	NUP62	NUP210
41578	NUP62	SUMO1
41579	NUP62	NXF1
41580	NUP62	PBX2
41581	NUP62	DTNB
41582	NUP62	TRAF3
41583	NUP62	RANGAP1
41584	NUP62	UBE2I
41585	NUP62CL	OGT
41586	NUP85	DYNC1LI1
41587	NUP85	BUB1
41588	NUP85	UPF3B
41589	NUP85	RAE1
41590	NUP85	NUP214
41591	NUP85	NUP37
41592	NUP85	NUP210
41593	NUP85	PLK1
41594	NUP85	NUPL2
41595	NUP85	VIM
41596	NUP85	POLDIP3
41597	NUP85	NUP98
41598	NUP85	NUP62
41599	NUP85	RANBP2
41600	NUP85	RCC2
41601	NUP85	UBE2I
41602	NUP85	PIK3R1
41603	NUP85	NXF1
41604	NUP85	NUP153
41605	NUP85	NUP54
41606	NUP85	NCBP1
41607	NUP85	SEH1L
41608	NUP85	NUP107
41609	NUP85	NUP205
41610	NUP85	KNTC1
41611	NUP85	NUP43
41612	NUP85	NUP160
41613	NUP85	XPO1
41614	NUP85	TPR
41615	NUP85	NDC80
41616	NUP85	SEC13
41617	NUP85	ALYREF
41618	NUP85	NUP133
41619	NUP85	NUP50
41620	NUP85	NUP88
41621	NUP85	PRKACA
41622	NUP85	ZW10
41623	NUP85	RANGAP1
41624	NUP85	BUB3
41625	NUP85	NUP155
41626	NUP85	MAD1L1
41627	NUP85	INCENP
41628	NUP88	NUP54
41629	NUP88	NUP214
41630	NUP88	NUP50
41631	NUP88	NCBP1
41632	NUP88	NUP133
41633	NUP88	NCBP2
41634	NUP88	NUP210
41635	NUP88	CD82
41636	NUP88	RANGAP1
41637	NUP88	NUP107
41638	NUP88	NUP98
41639	NUP88	RAE1
41640	NUP88	NUP62
41641	NUP88	TPR
41642	NUP88	SUMO1
41643	NUP88	NUP153
41644	NUP88	RANBP2
41645	NUP93	NUP214
41646	NUP93	NEK6
41647	NUP93	NUP160
41648	NUP93	PHLDA3
41649	NUP93	POLDIP3
41650	NUP93	NUP205
41651	NUP93	NXF1
41652	NUP93	NCBP2
41653	NUP93	NUP54
41654	NUP93	NUP107
41655	NUP93	CASP4
41656	NUP93	PNKP
41657	NUP93	TSC22D1
41658	NUP93	NCBP1
41659	NUP93	GIPC1
41660	NUP93	NUP50
41661	NUP93	AAAS
41662	NUP93	TPR
41663	NUP93	NUP133
41664	NUP93	NUP37
41665	NUP93	NUP35
41666	NUP93	MYC
41667	NUP93	RANGAP1
41668	NUP93	ALYREF
41669	NUP93	NUP153
41670	NUP93	NOL3
41671	NUP93	BRF2
41672	NUP93	NDC1
41673	NUP93	RAE1
41674	NUP93	RANBP2
41675	NUP93	NUP62
41676	NUP93	ZFP36L2
41677	NUP93	NUP85
41678	NUP93	NUP43
41679	NUP93	NUP210
41680	NUP93	NUP88
41681	NUP93	NUP155
41682	NUP98	KPNB1
41683	NUP98	NUP107
41684	NUP98	EP300
41685	NUP98	CREBBP
41686	NUP98	NXF1
41687	NUP98	TNPO1
41688	NUP98	NUP133
41689	NUP98	RANBP2
41690	NUP98	NUP62
41691	NUPL2	XPO1
41692	NUPL2	GLE1
41693	NUPR1	PAXIP1
41694	NUPR1	EP300
41695	NUS1	DHDDS
41696	NUTF2	RAN
41697	NUTF2	KPNB1
41698	NUTF2	CDKN1B
41699	NVL	CRMP1
41700	NVL	TTF2
41701	NXF1	RANBP2
41702	NXF1	RBM8A
41703	NXF3	NUP214
41704	NXF3	XPO1
41705	NXF3	NXT2
41706	NXF3	HNRNPUL1
41707	NXF3	ALYREF
41708	NXF3	NXT1
41709	NXF3	RAE1
41710	NXF5	NXF1
41711	NXN	CHMP6
41712	NXPH1	NRXN1
41713	NXPH2	NRXN1
41714	NXPH3	CRK
41715	NXPH3	NRXN1
41716	NXPH3	NCK1
41717	NXPH3	ABL1
41718	NXT1	SRSF6
41719	NXT1	NXF1
41720	NXT1	RANBP2
41721	NXT1	NCBP2
41722	NXT1	NUP62
41723	NXT1	RAN
41724	NXT2	NXF1
41725	NYNRIN	AGTPBP1
41726	OASL	THRA
41727	OASL	MBD1
41728	OAT	UBQLN4
41729	OAT	MCC
41730	OAT	CCNA1
41731	OAT	MYC
41732	OAZ3	GGN
41733	OAZ3	AZIN1
41734	OAZ3	ODC1
41735	OBSCN	CALM1
41736	OBSCN	TTN
41737	OBSCN	ANK1
41738	OBSCN	CALM3
41739	OBSL1	ALB
41740	OCRL	AP2A2
41741	OCRL	EPN1
41742	OCRL	RAC1
41743	OCRL	GRB2
41744	OCRL	RPS27A
41745	OCRL	SH3GL3
41746	OCRL	CLTC
41747	OCRL	AP2B1
41748	OCRL	SH3GL1
41749	OCRL	SH3GL2
41750	OCRL	AP1B1
41751	OCRL	ITSN1
41752	OCRL	UBC
41753	OCRL	UBA52
41754	OCRL	CDC42
41755	OCRL	AP1G1
41756	OCRL	AP2A1
41757	OCRL	ITSN2
41758	ODC1	NQO1
41759	ODF1	KLC1
41760	ODF2	CDK5RAP2
41761	ODF2	ODF1
41762	ODF2L	PRSS23
41763	ODF2L	CEP126
41764	ODF2L	ERBB3
41765	OFD1	CEP126
41766	OGA	C6
41767	OGA	DHX9
41768	OGA	SPAG5
41769	OGDH	PLSCR1
41770	OGDH	DLD
41771	OGDH	SUMO3
41772	OGDHL	DLD
41773	OGG1	CHGB
41774	OGG1	PRKCA
41775	OGG1	SNRPF
41776	OGG1	XRCC1
41777	OGN	CRK
41778	OGN	ABL1
41779	OGT	SIN3A
41780	OGT	SUMO1
41781	OGT	YY1
41782	OGT	WDR5
41783	OGT	CSNK2A1
41784	OGT	MAPT
41785	OGT	SRF
41786	OGT	CDK2
41787	OGT	SP1
41788	OGT	HCFC1
41789	OGT	GSK3B
41790	OIP5	RBBP4
41791	OIP5	BRAF
41792	OIP5	NPM1
41793	OIP5	RBBP7
41794	OIP5	CENPH
41795	OIP5	MIS18BP1
41796	OIP5	RAF1
41797	OLA1	PRMT5
41798	OLA1	BCL6
41799	OLA1	ASCC2
41800	OLFM2	PKM
41801	OLFM2	FANCF
41802	OLFM2	GNB5
41803	OLFM3	VCL
41804	OLFM3	MYOC
41805	OLFM4	C3
41806	OLFML3	HSPB3
41807	OLIG2	SOX10
41808	OLIG2	EP300
41809	OLIG3	TCF12
41810	OMA1	LRP8
41811	OMA1	VLDLR
41812	OMA1	SIAH1
41813	OMA1	APLP1
41814	OMA1	PCDH18
41815	OMA1	LDLR
41816	OMA1	LRP1
41817	OMA1	LRP2
41818	OMA1	APP
41819	OMA1	MYO6
41820	OMG	RHOA
41821	OMG	MAG
41822	ONECUT1	FOXA2
41823	ONECUT1	CREBBP
41824	ONECUT1	NR3C1
41825	ONECUT1	KAT2B
41826	ONECUT1	FOXA1
41827	OPA1	MME
41828	OPCML	PRNP
41829	OPHN1	RAC1
41830	OPHN1	RHOA
41831	OPHN1	CDC42
41832	OPN4	GNG13
41833	OPN4	GNB2
41834	OPN4	GNGT1
41835	OPN4	GNG11
41836	OPN4	GNGT2
41837	OPN4	GNG4
41838	OPN4	GNB4
41839	OPN4	GNA15
41840	OPN4	GNA11
